ScreenName,latitude,Longitude
JanaCheckley,53.4326035,-1.3635009
JarradBrevi9,-34.9284989,138.6007456
JasonFalinskiMP,-33.6891976,151.2685382
jaydeep_dalwadi,20.593684,78.96288
jayramj,18.5204303,73.8567437
JayRamu,19.0759837,72.8776559
jaysh88,20.593684,78.96288
jbkavungal,-37.8136276,144.9630576
jcsethi,23.022505,72.5713621
jean_chevalier,48.856614,2.3522219
Jeff3Richards,52.9399159,-106.4508639
Jefferson_MFG,53.2326344,-2.6103158
JeffreyLerman,43.653226,-79.3831843
JemmsCee2,44.6819866,-63.744311
jennitpk,51.5073509,-0.1277583
jenny_wren_01,53.699081,-1.1228683
jessiesfanclub,55.953252,-3.188267
jfy_stainless,30.2638032,102.8054753
jgmclean2708,56.1168249,-3.158137
jgro_the,51.5073509,-0.1277583
jigar1141,19.0759837,72.8776559
jikdmmen,56.4906712,-4.2026458
jillwatt72,56.4906712,-4.2026458
jimmrtn,42.9849233,-81.2452768
jiver66,57.477773,-4.224721
jjjove,-37.8136276,144.9630576
JodiKoberinski,43.4722854,-80.5448576
joe_warmington,43.771752,-79.283984
johangreg,51.0486151,-114.0708459
John_Durie,-37.8136276,144.9630576
JohnCaveAusten,51.4776017,-0.0736311
JohnChackoET,28.6139391,77.2090212
JohnCoy29071630,55.7832092,-3.9810968
JohnCraddockLtd,52.6999408,-2.0218293
JohncSeaton,56.4906712,-4.2026458
JohnEdginton,53.8108176,-1.76261
johniduffy,55.7704735,-4.3359821
JohnnyDundee,56.462018,-2.970721
Johnsmccarthy,-26.65,153.066667
JohnSpoehr,-25.274398,133.775136
JohnTudor1,55.953252,-3.188267
Johnvoteyes,56.4906712,-4.2026458
jordanmillar,-27.575834,152.960501
JosephScales,-34.9284989,138.6007456
jualoram,22.0571189,84.6897495
judi_francis,-20.9175738,142.7027956
jul_mills,52.1306607,-3.7837117
jul_perry,51.62144,-3.943646
julianavalango,5.070275,-75.5138166
JulieJamesAM,51.62144,-3.943646
JulieOwenMoylan,51.481581,-3.17909
JuniperJessi,-31.2532183,146.921099
just_kashyap,22.258652,71.1923805
justanotweet,-25.274398,133.775136
justinfabo,-33.8688197,151.2092955
jviplav,28.7040592,77.1024902
JvRhyn,-31.9505269,115.8604572
jyotikunalgupta,20.593684,78.96288
k71vnh,51.62144,-3.943646
kahlonjaskaran,31.1471305,75.3412179
kaizadghadiali,23.022505,72.5713621
Kakapreetam,22.8045665,86.2028754
kalantriamol,19.9974533,73.7898023
KalrajMishra,26.8467088,80.9461592
kamal_shehzad,20.593684,78.96288
kamalcrop,31.1471305,75.3412179
Kamalgaur09,21.2513844,81.6296413
kamalkakker,19.0759837,72.8776559
KamalPatelBJP,22.3355446,77.0996085
kamatgoa,15.2993265,74.123996
kameshratnam,13.0826802,80.2707184
kamkam014,48.856614,2.3522219
kapes1111,19.0759837,72.8776559
Kapil83542921,20.6503455,85.5972218
kapsshimla,28.4594965,77.0266383
Karan_Dhankhar,28.6139391,77.2090212
karanBali_,30.7333148,76.7794179
karanbanga110,19.0759837,72.8776559
KarenPtbo,52.5694985,-0.2405299
KarenSpenceUK,56.1165329,-3.9369086
karma1314,56.4906712,-4.2026458
KarthikUpdates,11.0168445,76.9558321
karthysubramani,13.0826802,80.2707184
kasera_pankaj01,28.7751693,75.9927652
kash2312,28.6396145,77.3602246
katentek,-35.9073095,150.0928052
KatePotts11,56.4906712,-4.2026458
katieb1110,55.541332,-4.659948
katiebmarketing,-37.8136276,144.9630576
KawaiiKekeChan,55.864237,-4.251806
kayezad,19.0759837,72.8776559
KBG52,54.634835,-1.712341
kbwoodnews,51.5073509,-0.1277583
KDMorcd,10.5104642,7.4165053
Keihud,53.4328247,-2.8279791
KeithBradsher,31.2303904,121.4737021
KeithKaren1,-36.7570157,144.2793906
KenectRec,55.378051,-3.435973
kev_pompey,50.794995,-1.117547
Khandelw13Sagar,20.593684,78.96288
KhannaNit,30.900965,75.8572758
khatrivarsha13,28.6139391,77.2090212
khunsim,15.870032,100.992541
KhuranaRish,28.4594965,77.0266383
KieranReape,51.5073509,-0.1277583
Killysaja,-7.7955798,110.3694896
kishore05051989,17.385044,78.486671
kishoreBatchu4u,17.385044,78.486671
kishoresonecha,19.0759837,72.8776559
KitCatK,55.378051,-3.435973
KitchenDealsUK,55.378051,-3.435973
kjalaj18,23.9966213,85.3691068
kkalpu,19.0759837,72.8776559
kmarkri,28.7040592,77.1024902
KogiFacts,7.8023204,6.733343
KonecranesMY,4.210484,101.975766
koushick_roy,23.6739452,86.9523954
kouzmanov,42.6977082,23.3218675
kpshaw1960,51.0486151,-114.0708459
kr_shaurabh,28.6527171,77.1315471
krishnadas56,28.7040592,77.1024902
krishnan255,28.6139391,77.2090212
krissyistormy,-25.274398,133.775136
kristiebatten,-31.9505269,115.8604572
Kroll3175,-37.981,145.215
KrystalGordon89,-19.2589635,146.8169483
KTeaiwa,-22.7359095,140.0187653
kuantancurls,56.4906712,-4.2026458
kucinskij,51.5073509,-0.1277583
KuldeepOffice,28.6139391,77.2090212
kumarbijjargi30,17.6599188,75.9063906
kumari_deepak,26.111868,85.896004
kumariika,20.2960587,85.8245398
kumarkshitijin,28.6139391,77.2090212
Kunal_Verma_pb,31.1471305,75.3412179
Kunalm24,19.0759837,72.8776559
KunalSanghvi1,23.022505,72.5713621
KyleHarrietha,45.4215296,-75.6971931
KymAgius,-27.4697707,153.0251235
Labour4IndWales,52.1306607,-3.7837117
LabourLeft,55.378051,-3.435973
LabourSolutions,-25.274398,133.775136
lacemakerscafe,50.799468,-3.188683
LaMonicaBuzz,40.7127753,-74.0059728
larryuvie,9.081999,8.675277
larsenesque,43.653226,-79.3831843
Laurenttrader,-37.8136276,144.9630576
law83692622,54.574227,-1.234956
LawFirmMarketin,54.5772323,-2.7974835
Lawyervikas,28.6139391,77.2090212
LCAutomation,53.748575,-2.487529
lechlernozzles,19.2183307,72.9780897
LeeFergusson,51.386322,0.551438
LeilaSaari,65.0120888,25.4650772
LeonByner5AA,-34.9284989,138.6007456
lesross12,55.864237,-4.251806
LeverArts,52.486243,-1.890401
Lewenskimo,-33.5864065,26.8851448
Libran_Chick,56.4906712,-4.2026458
likithjogi13,12.9715987,77.5945627
LindenLyn,50.7155591,-3.530875
Link_Financial,-37.8136276,144.9630576
linuspoint,56.4906712,-4.2026458
LiseannONeill,53.3498053,-6.2603097
liz6153,55.864237,-4.251806
LizDolphinfluff,-35.2040398,149.0066486
Lizebbx,53.2326344,-2.6103158
lkfjen,52.3555177,-1.1743197
lllllinda,55.864237,-4.251806
LMChesters,-36.7570157,144.2793906
lmiguelrocha27,39.399872,-8.224454
LogoSurfer,-33.8688197,151.2092955
lohanisk,28.6139391,77.2090212
LokiGillies,-25.274398,133.775136
Lordbrexit,53.381129,-1.470085
lordspencer,50.9097004,-1.4043509
LOTF_doco,-34.9284989,138.6007456
LOTUS_________,20.593684,78.96288
Lotusfeetns,19.0759837,72.8776559
louinzo,-1.2920659,36.8219462
louloutte71012,40.4530541,-3.6883445
lovecanada2014,51.253775,-85.323214
LRiczu,53.5427846,-113.9033673
LuckyTweeets,20.593684,78.96288
lukekevinbrown,-37.8136276,144.9630576
lunamatatas,43.653226,-79.3831843
LungeloN_Zulu,-26.2041028,28.0473051
Lv_is_Louder,53.4326035,-1.3635009
LynmouthExmoor,51.2296539,-3.840102
maariaan_10,40.463667,-3.74922
mackay52,56.063481,-3.492808
macro_business,-25.274398,133.775136
MacSpadger,55.943304,-4.316987
magoorie87,55.820982,-4.164891
MahiHerambha,20.593684,78.96288
MAHRAAJ2,25.92043,81.9916586
maitarna,22.572646,88.363895
Malcolm1E,56.4906712,-4.2026458
MalhotrNaresh,19.0759837,72.8776559
MaltedMet,51.5073509,-0.1277583
MamoonAftab,31.5203696,74.3587473
MandelSci,43.5448048,-80.2481666
manialmal,22.543921,88.389397
maninderguliani,30.900965,75.8572758
manish2007,19.0759837,72.8776559
manishdungarwa1,24.6256587,74.6810274
manishkapadiya,21.1702401,72.8310607
manishpant22,28.6139391,77.2090212
Manisiv,20.593684,78.96288
ManjulKSamal,20.2960587,85.8245398
Manodnya,18.5204303,73.8567437
manoharban,12.9715987,77.5945627
manoj81sdl,21.8974003,83.3949632
Mansi60628136,26.8467088,80.9461592
mansukhmandviya,23.2156354,72.6369415
mantrikapil,28.6139391,77.2090212
Mao_Zedril,39.9041999,116.4073963
mapphub,53.381129,-1.470085
MarcDanDad,53.9332706,-116.5765035
marialves53,39.399872,-8.224454
mariedanielles,45.4215296,-75.6971931
Mark_Leggatt,55.953252,-3.188267
markandey_p,20.593684,78.96288
marksalkeldsr,51.0486151,-114.0708459
MarquisLeDain,51.5073509,-0.1277583
MartijnKoldijk,56.252423,-120.846409
martine_donnay,48.2020471,-2.9326435
maruf89,22.572646,88.363895
maryjeffery3,44.5337469,-78.9006484
Matheus_a_ramos,40.8279365,14.1930611
MatiasERuiz,-38.416097,-63.616672
mattfraser44,-33.8688197,151.2092955
MattGauci1,-31.982,115.807
MatthewBevan,-31.2532183,146.921099
MatthewsSussex,51.1091401,-0.1872275
Maxwellsnp,56.4906712,-4.2026458
MayankC31999393,21.1458004,79.0881546
Mayurmatam,16.7375089,78.0081221
mayurvin,19.0759837,72.8776559
MBilalLakhani,25.0700428,67.2847875
mbmshipping,13.0826802,80.2707184
MBSAJ,26.4498954,74.6399163
Mbsupers,53.7608608,-98.8138762
mdainnov8,55.378051,-3.435973
medianmarketing,12.921667,77.590167
MediaWeasel,22.787094,86.1671729
meersingh3,28.4594965,77.0266383
MegenKay,43.653226,-79.3831843
mehta_kapoor,31.1048145,77.1734033
MeIntheplanet,55.9493383,-2.7704464
meirionm,51.481581,-3.17909
MenziesGraeme,56.4906712,-4.2026458
merman1974,53.146403,0.337881
meroberson,52.486243,-1.890401
MeshForce,-33.8688197,151.2092955
mgnayak5,19.0330488,73.0296625
mhaddog,56.034908,-3.35056
MIB_India,28.6139391,77.2090212
MichaelM_ACT,-33.8688197,151.2092955
MicheleATittler,49.2827291,-123.1207375
MichelleByrne79,46.818188,8.227512
michshef,53.381129,-1.470085
MickAntoniw1,51.600774,-3.342314
MikaGosse,43.296482,5.36978
MikaSingh,19.0759837,72.8776559
mikejanda,-33.8688197,151.2092955
millapauliina,-37.8136276,144.9630576
Misanthropy2016,56.4906712,-4.2026458
MissWoodiwiss,52.4750743,-1.829833
mithila_varnan,23.6692956,86.151112
mithun1500,19.0759837,72.8776559
mitkarimahesh,18.5204303,73.8567437
MitkaryS,20.593684,78.96288
mittal_amulya,21.1458004,79.0881546
mjmorabito,49.2827291,-123.1207375
MK7786,13.0826802,80.2707184
MkpahelManoj,21.8974003,83.3949632
MKR1MKR2,-37.8136276,144.9630576
mkskrish,13.0826802,80.2707184
MLMANDOWARA,24.5794529,73.6839718
mmfay6,-25.274398,133.775136
MMK_Steel,53.4129429,59.0016233
mngotu,53.4807593,-2.2426305
Moaviya4,30.157458,71.5249154
MohamedHawary,30.0444196,31.2357116
mohan_kuchan,17.6868159,83.2184815
MohanKAgr,23.5204443,87.3119227
Mohanpr87764868,24.1813784,87.7812524
mohanty_samir,21.8974003,83.3949632
mohit98881,29.9266932,75.5541854
moinmoin2010,50.1109221,8.6821267
MonalisaNayak18,20.593684,78.96288
monikahalan,28.6139391,77.2090212
montusahni,28.5748123,77.0773122
moralesonline,12.865416,-85.207229
morla_dinesh,16.0174248,80.8294747
mossy_fern,55.864237,-4.251806
motivator_miche,56.4906712,-4.2026458
Moyal24,28.6139391,77.2090212
mpbelancon,-26.2297202,-52.6711356
Mpho_MDK,-25.7478676,28.2292712
MPSresources,-33.8688197,151.2092955
mr_m_steel,-33.8688197,151.2092955
mrai_india,19.0759837,72.8776559
mrathakur,28.7040592,77.1024902
MrHappySW11,51.5073509,-0.1277583
mrjamiereeves,52.3555177,-1.1743197
mrs_cdoucette,44.6819866,-63.744311
mrsalimiftari,-37.8136276,144.9630576
MrSimblaa,-33.8688197,151.2092955
MrsMoosickle,55.864237,-4.251806
MrsPatches,56.4906712,-4.2026458
MrTrish,23.022505,72.5713621
MrWade3,55.378051,-3.435973
msaffarm,56.130366,-106.346771
msbfitzgerald,-31.9505269,115.8604572
MSDandCR7,20.593684,78.96288
mudotiya,20.593684,78.96288
Muffler_Express,43.653226,-79.3831843
muhammadishak73,26.2389469,73.0243094
mumbairailusers,19.0759837,72.8776559
munjalg,28.4594965,77.0266383
MunnishPuri,19.0759837,72.8776559
muralikrishna_v,12.9715987,77.5945627
muralikumarje,11.1271225,78.6568942
murdo63,55.953252,-3.188267
murph6520,53.8108176,-1.76261
murrju,55.070859,-3.60512
MUSLIMBTHNHUMAN,28.5903614,78.5717631
myownspace98,26.8858009,80.9380563
MyrnaLLeader,53.7266683,-127.6476205
NageshKotike,17.385044,78.486671
nagpalharesh,30.900965,75.8572758
NainDyffryn,52.78782,-4.0972289
najamwalikhan,31.5203696,74.3587473
NamshadKaja,12.7245542,74.8850112
NanuPany,20.2960587,85.8245398
naparab,19.0759837,72.8776559
Naresh1969,25.5940947,85.1375645
nareshbaradi,28.6139391,77.2090212
narkuladarkula,31.2141276,75.1953934
narnendrakr,28.6139391,77.2090212
NarnoliaLtd,20.593684,78.96288
NarrendraM,19.0759837,72.8776559
Nathali_711,20.6596988,-103.3496092
NathanielFowles,51.5073509,-0.1277583
natirm7,41.3850639,2.1734035
natrajans,19.0759837,72.8776559
NavalGeekSingh,28.4089123,77.3177894
Navin_Massey,21.8974003,83.3949632
NeasaNews,-30.559482,22.937506
neelkanthmishra,19.0759837,72.8776559
neelshah31790,23.022505,72.5713621
neer1991,22.9734229,78.6568942
neerajbjpknp,26.449923,80.3318736
neetkumar_nitin,26.449923,80.3318736
neetumaltiar,28.4594965,77.0266383
Nehas2396,26.1540538,81.814238
NehaWagh,19.0759837,72.8776559
NehaYagnik,20.593684,78.96288
neheart_riyanka,26.0206982,89.9743463
neil_copeland,-34.9284989,138.6007456
neil1pat,56.4906712,-4.2026458
Netzwerkfan,51.4963341,6.8637765
neverbedull,55.378051,-3.435973
nevereverDave,55.864237,-4.251806
nevinjl,19.0759837,72.8776559
ngp_pradeep,21.1458004,79.0881546
Nicolejunemcka1,57.149717,-2.094278
nicoleskeltys,51.5073509,-0.1277583
Nikeshsinha4u,23.6692956,86.151112
NikhilRampal1,28.6139391,77.2090212
niknally,53.5345308,-7.4653217
NikolaiPress,51.376165,-0.098234
Nilakurinji,12.9715987,77.5945627
Nilange_PP,18.5204303,73.8567437
nilendujspl,20.9516658,85.0985236
Nilesh13970650,21.7644725,72.1519304
Nileshweb1985,23.022505,72.5713621
NilkantaA,22.6524272,88.4073342
NilsPatel_,22.3038945,70.8021599
nipfp_org_in,28.6139391,77.2090212
nira1111,12.9715987,77.5945627
Nirahua_dehati,19.0759837,72.8776559
Niraj20Tiwari,22.0192669,85.4066
Nirala4India,30.7333148,76.7794179
niravadesai,18.5204303,73.8567437
niravmota1,19.0759837,72.8776559
nirmaboricha,20.593684,78.96288
Nirmal00099,22.7788044,73.6142795
nitansh,28.6139391,77.2090212
nitesh_life,13.0826802,80.2707184
NiteshSingh707,20.593684,78.96288
Nitin_Khatrii,28.0229348,73.3119159
nitin_newindia,28.6139391,77.2090212
nitin_vashisht7,28.4594965,77.0266383
nitin360,18.4673236,73.7788076
nitinkolwadkar,20.593684,78.96288
nitishkmech,28.6139391,77.2090212
nitrou,28.7040592,77.1024902
NJayantha,19.0759837,72.8776559
nk_satyam6,25.0960742,85.3131194
nkb_pd,28.6139391,77.2090212
nkumar_,28.6139391,77.2090212
nlokuwithana,7.873054,80.771797
nocsg,-31.508056,150.68
Nokomaq,56.130366,-106.346771
Nonforest,48.2774862,8.185997
NRCan,56.130366,-106.346771
nsdandyan1,29.9695121,76.878282
Nshenolikar,19.0759837,72.8776559
nsidecom,50.503887,4.469936
nsmetalrecyclin,49.2501243,-123.0824217
NSWParlLA,-33.8688197,151.2092955
NwaemeNnaemeka,6.601838,3.3514863
nwanzuka,9.081999,8.675277
nyanducha,-1.2920659,36.8219462
NyoEi,55.070859,-3.60512
observationpt,-27.4697707,153.0251235
OdishaNew,20.2506773,85.8145309
OfficialAmberN,15.3803485,73.8349952
Ojala_NJT,61.4977524,23.7609535
olcay_binbay,38.963745,35.243322
ONeconomy,51.253775,-85.323214
Onemorelight___,41.87194,12.56738
OneStepBayond,51.165691,10.451526
OntarioMNDM,51.253775,-85.323214
OntMiningAssoc,43.653226,-79.3831843
oonagh___,41.3850639,2.1734035
orbitalfab,52.2042666,0.1149085
orgazmiguel,40.4167754,-3.7037902
Ospreychick,57.440146,-4.48575
OSWS_ArriumMng,-33.0379671,137.5753107
OtagoGrad,51.0486151,-114.0708459
OzDollar,-25.274398,133.775136
p_hannam,-33.8688197,151.2092955
pablobarbero_,41.3850639,2.1734035
panchakshari_s,20.9211366,84.8567932
panditskt,28.7040592,77.1024902
pandyaanisarg,23.022505,72.5713621
Pankajgargjspl,21.8974003,83.3949632
pankajthakur713,28.6139391,77.2090212
panwar_rahul,28.6139391,77.2090212
papps_gunner,19.0759837,72.8776559
PappuGu70438686,19.0759837,72.8776559
ParagGavali,18.1640803,81.9534815
ParashuramHabib,15.4026326,75.6208088
ParasKGhelani,22.4707019,70.05773
parekh_virag,19.0759837,72.8776559
ParkerBenelux,52.3116551,6.9268283
ParkesChamber,-33.1372943,148.1747161
parveenrathore3,28.6139391,77.2090212
ParvezJugon,51.5073509,-0.1277583
patio_daniel,53.41291,-8.24389
patronsaintofca,56.4906712,-4.2026458
paul_s_martin,52.19173,-1.708298
PaulJMas,51.4914925,-0.1726065
PaulJSweeney,55.864237,-4.251806
PaulPushparaj1,12.9743317,77.6076924
PC_Help_Wales,51.825366,-3.019423
pchandak637,12.9715987,77.5945627
pcorcoran001,52.9547832,-1.1581086
PeachBalie,-25.274398,133.775136
Peckygk,53.381129,-1.470085
PelenCorp,-25.274398,133.775136
pennytimms,-33.8688197,151.2092955
peoplestreme,-25.274398,133.775136
PermWayInstit,52.4526095,-2.5968931
PerThoeresson,52.5200066,13.404954
pete5308,12.9715987,77.5945627
Peter_F_Ryan,-33.8688197,151.2092955
peter250714,12.9715987,77.5945627
PeterAMorrell,43.8561002,-79.3370188
peterdiane01,49.6841391,-124.9904494
PeteWargent,-25.274398,133.775136
PGResearchBase,52.4922983,-0.6842333
pgwcowes,-25.274398,133.775136
PhadkeNimish,22.3114303,73.1546029
PhalgunIyengar,12.9715987,77.5945627
philcol23748800,-37.8136276,144.9630576
philipd2design,-37.8136276,144.9630576
philippebossin,51.0258761,4.4775362
photoclassic,57.149717,-2.094278
phplusmag,53.1423672,-7.6920536
PHYBRabyBay,-27.4697707,153.0251235
PilgrimTucker,51.5073509,-0.1277583
Pinakijspl,21.2786567,81.8661442
pipsterb,-25.274398,133.775136
pjf,-37.8136276,144.9630576
pjpoulish,-34.9284989,138.6007456
pkmaini,23.3440997,85.309562
PKotekar,19.2183307,72.9780897
pksharma_essar,19.0759837,72.8776559
pkumar1957fcca,12.9900578,77.5524925
PlaidPenarth,51.438798,-3.173507
planforindia,28.4594965,77.0266383
pnvohra,25.3176452,82.9739144
PollyCHamilton,53.4326035,-1.3635009
Pooja__G,12.9715987,77.5945627
poojasingh121,29.7856734,76.3984537
PORTABLEAIRSYD,-33.3529519,151.4435474
pps_64,19.0759837,72.8776559
prabhat280277,11.9138598,79.8144722
prakashvs23,17.385044,78.486671
Pramod1511960,23.022505,72.5713621
PramodShinde70,19.0759837,72.8776559
pranavjagga95,28.7040592,77.1024902
PranavMistry16,19.060533,72.8493479
praneeth_rao,22.1993143,84.8620054
Pranjal97284648,26.8466937,80.946166
prasaddude88,17.6868159,83.2184815
prasadshete,19.0759837,72.8776559
Prash196820,12.9715987,77.5945627
prashant0755,23.2599333,77.412615
Prashantgv,12.9715987,77.5945627
prashanthkpp,11.0168445,76.9558321
prashantruia,19.0759837,72.8776559
PRASHANTSOAM,28.713004,77.089741
prashanttejura,20.593684,78.96288
prashen,19.0759837,72.8776559
prashmundu,30.3164945,78.0321918
prasiri,19.0740973,82.008014
prathu_sharma,27.1766701,78.0080745
PratikBhaktaET,12.9715987,77.5945627
pratikzart,19.0759837,72.8776559
pravalpratap,26.2182871,78.1828308
PraveenNemani,23.022505,72.5713621
pravinsteelindi,22.3071588,73.1812187
premier_med_grp,55.378051,-3.435973
price_huw,51.721267,-3.458639
PritPatel14,22.6915853,72.8633635
Pritz81,52.486243,-1.890401
PriyankNema3,22.946557,79.1943534
Property365247,-36.8122119,144.2402653
psansw,-31.2532183,146.921099
pshnkaj_kashyap,20.593684,78.96288
Pulkit_Talks,17.385044,78.486671
Pulkit1818,22.7195687,75.8577258
PulpandPaperTec,17.4399295,78.4982741
puneet_abrol,28.7040592,77.1024902
puneet_ican,26.9124336,75.7872709
Punitspeaks,20.593684,78.96288
purohitabhi,30.7333148,76.7794179
purohitvasu,12.9715987,77.5945627
purvishahNGS,23.022505,72.5713621
pushpendrashah5,20.8444033,85.1510818
puskarguptaind,28.4594965,77.0266383
pvnatarajan,13.0826802,80.2707184
PWEmagazine1,51.195043,0.27568
PyramidSteel,50.8538143,-1.7516717
PyushPandey,18.5204303,73.8567437
qualityroofs2,12.9451497,80.129599
QuanceQB,-0.023559,37.906193
R_Taneja69,19.0759837,72.8776559
R0bertRennie,-33.8688197,151.2092955
r9pandya,20.593684,78.96288
Ra_THORe,20.593684,78.96288
raajeish,19.0759837,72.8776559
RachelRiga,-21.1424956,149.1821469
radhekamble07,18.5204303,73.8567437
radheyshyamsin6,19.1593396,72.8426858
rahul2277_,23.3440997,85.309562
RahulMo04621519,23.9040878,87.524748
RahulMotaBJP,22.833334,69.3554783
rahulsharma_198,21.2513844,81.6296413
raikartikey1,20.593684,78.96288
rainasahil,28.6139391,77.2090212
raj_colossal,12.9715987,77.5945627
rajarao77,13.8329901,75.7080727
rajat2812,28.6139391,77.2090212
Rajeevbpco,20.593684,78.96288
RajeevJindal15,28.6139391,77.2090212
RAJESH_RANJANI,20.593684,78.96288
rajesh10sharma,28.6139391,77.2090212
rajeshanjuu,26.9124336,75.7872709
rajeshmET,19.0759837,72.8776559
RAJIV1959,26.809744,80.904119
RajkumarGolchha,22.7195687,75.8577258
RajLadani,22.3038945,70.8021599
rajugupta66,28.621899,77.0878385
rajukbmedia,20.593684,78.96288
RakeshDTrivedi,19.0759837,72.8776559
RakeshP74855634,19.0759837,72.8776559
rakeshsinghai,28.5355161,77.3910265
rakeshsunrise,29.0587757,76.085601
rakhimET,22.572646,88.363895
RAMESHBHAIMLA,23.2385026,77.4022996
RamMandirBanega,20.593684,78.96288
rams_infy,12.9715987,77.5945627
RamSanodiya,28.6139391,77.2090212
Rana250219,23.3440997,85.309562
ranasaqibsaeed,33.5651107,73.0169135
RanishHangloo,28.886258,77.118892
RantiDeoSingh,28.6691565,77.4537578
Rasmi81,20.593684,78.96288
RathiBars,28.6112351,77.2400927
RathulKrishna,10.8505159,76.2710833
RatnakarKrishn1,20.593684,78.96288
RaulCarlson,57.7531669,14.1104034
ravi_pndey,28.6139391,77.2090212
ravi_surolia,20.593684,78.96288
ravi4602,28.6139391,77.2090212
Ravi76656892,28.6139391,77.2090212
Ravina48255381,20.593684,78.96288
ravinitd,28.7040592,77.1024902
RCDayster,56.462018,-2.970721
RDNS_TAI,-35.2809368,149.1300092
reachtkb,20.593684,78.96288
REAJETCanada,51.253775,-85.323214
realdavedoubleu,53.3900441,-2.5969501
RealDavidCarter,51.5073509,-0.1277583
ReclaimAnglesea,-37.4713077,144.7851531
redartifice,-34.9284989,138.6007456
reddygvsb,20.593684,78.96288
reelsubham,22.572646,88.363895
Reetesh777,28.7040592,77.1024902
ReginaKuepper,51.4332367,7.6615938
Renascor_ASX,-34.9284989,138.6007456
Renown_Group,55.086136,-1.5808
ResourcesMedia,21.1702401,72.8310607
RevathyAshok,12.9715987,77.5945627
revatikrishna,19.0759837,72.8776559
rexvinu,19.0759837,72.8776559
rgovett1,-34.9284989,138.6007456
Richardlowry9,51.253775,-85.323214
RichardWouters,52.3702157,4.8951679
RichieVeitch,52.3555177,-1.1743197
richolmestwit,50.82253,-0.137163
ricomwangi,-1.2920659,36.8219462
rightoutpeter,-25.274398,133.775136
rishudhillonadv,29.0587757,76.085601
riswanris2009,11.1271225,78.6568942
rkborntowin,34.0836708,74.7972825
Rkchopra54R,19.0759837,72.8776559
rkdwi026,25.3176452,82.9739144
rks_fzd,26.7732476,82.1441643
rkumar71,25.416675,86.1293792
rkverma20,30.7333148,76.7794179
rmlabour,52.766404,-0.887126
rmstride,55.864237,-4.251806
robin_gonzalez_,-1.831239,-78.183406
robinik,41.87194,12.56738
RockallSafety,51.481581,-3.17909
rohit_agarwal08,12.9715987,77.5945627
RohitSi70921884,23.3440997,85.309562
RomeshNadir,20.593684,78.96288
rooster_irl,53.7266683,-127.6476205
RoryJamieInnes,57.149717,-2.094278
RosanneJedly,52.1306607,-3.7837117
RosaTaggart,51.0486151,-114.0708459
RosemaryEmery,51.6858341,-3.3821421
rosscojack,55.378051,-3.435973
rosscolquhoun,55.953252,-3.188267
rosshiGB,55.378051,-3.435973
RothLibraries,53.4326035,-1.3635009
RourkelaShines,22.260423,84.8535844
RourkelaTIPS,22.260423,84.8535844
rout_sumeet,13.0826802,80.2707184
Royal1Pks,20.9516658,85.0985236
rpat01,22.572646,88.363895
rrdavis1,52.486243,-1.890401
rsharda7177,21.1702401,72.8310607
RSKALHA,28.6139391,77.2090212
rtiindiapy,19.0759837,72.8776559
ru_chica,19.0759837,72.8776559
RuchiKom,22.258652,71.1923805
rudransinha,22.8045665,86.2028754
RudraRathi,29.0587757,76.085601
rupahasit,22.991812,72.525658
rupeedesk12,13.0826802,80.2707184
RuralLeader,56.4906712,-4.2026458
RyanFelsman,-33.8688197,151.2092955
ryannagelhout,43.0828162,-79.0741629
s_sedani05,19.0759837,72.8776559
s1amf,55.378051,-3.435973
S21Nawab,25.5940947,85.1375645
SaanviSteel,22.3038945,70.8021599
sachanuj,28.6139391,77.2090212
sachin_bob_3,26.995506,81.2518833
SachinmOfficial,19.0759837,72.8776559
SachinTalreja3,18.5204303,73.8567437
sachinvenky2,11.664325,78.1460142
sadaat55,33.5638185,71.4655565
safescapeblog,55.378051,-3.435973
saikatbarman84,22.572646,88.363895
SAIL_Employee,20.593684,78.96288
Saileshpat,20.2960587,85.8245398
SAILsteel,28.6139391,77.2090212
sainathprocessw,19.0759837,72.8776559
sainet_tech,28.6139391,77.2090212
saket_1978,35.6894875,139.6917064
Sally_CF71,51.46209,-3.449581
sallycopper,51.5073509,-0.1277583
salopdesign,52.7073029,-2.7553268
SalopianLyne,53.842918,-1.734269
salqahtani1111,24.7135517,46.6752957
SAmanufacturers,-34.9284989,138.6007456
samar11,12.9715987,77.5945627
sameersharma73,43.3255196,-79.7990319
samjlister,51.5073509,-0.1277583
sampadscales,20.593684,78.96288
san_pandey70,26.1445169,91.7362365
sanatgersappa,12.9715987,77.5945627
sandeep89759569,20.2762659,73.0083061
sandeeprrao1991,13.1986348,77.7065928
SandeepTeraiya,22.3038945,70.8021599
sandipshettyyer,19.0759837,72.8776559
SandraEckersley,-33.8688197,151.2092955
sane_voices,20.593684,78.96288
sanjay110181706,28.6139391,77.2090212
SanjayGupta155,21.8974003,83.3949632
sanjayjain2012,20.593684,78.96288
SanjayKhanNagra,12.9715987,77.5945627
SanjayKr1997,20.2960587,85.8245398
SanjayMukherji0,21.8974003,83.3949632
SanjayS37691417,12.9715987,77.5945627
sanjayuvacha,28.7040592,77.1024902
SanjibKumarNa12,21.8974003,83.3949632
Sanjiv_77777,25.3922965,75.6711325
sanjivmehta63,19.0759837,72.8776559
SankMalu,18.5204303,73.8567437
